#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 1082: Grand Targhee, WY
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Average     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# Air Temperature Maximum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Snow Depth                  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           SNWD          Total snow depth                                                                                   
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  K      Estimate            Estimate
#  C      Correction          A different equation has been applied to the original sensor voltage
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
#  M      Missing             Value is missing
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Grand Targhee (1082) 
# Wyoming  SNOTEL Site - 9260 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Apr 22, 2026, 3:04:41 PM GMT-08:00
#
Date,Grand Targhee (1082) Snow Water Equivalent (in) Start of Day Values,Grand Targhee (1082) Precipitation Accumulation (in) Start of Day Values,Grand Targhee (1082) Air Temperature Average (degF),Grand Targhee (1082) Air Temperature Maximum (degF),Grand Targhee (1082) Air Temperature Minimum (degF),Grand Targhee (1082) Snow Depth (in) Start of Day Values
2011-03-24,45.9,34.6,22.6,31.3,16.9,134
2011-03-25,45.9,34.6,18.0,23.2,13.5,133
2011-03-26,46.1,34.8,18.7,25.7,13.6,134
2011-03-27,46.4,35.1,14.9,18.9,12.6,132
2011-03-28,46.7,35.3,15.3,20.1,10.8,136
2011-03-29,46.8,35.4,16.5,21.9,12.6,136
2011-03-30,47.3,35.8,24.1,29.7,17.8,136
2011-03-31,48.6,37.0,29.1,30.9,27.9,139
2011-04-01,48.8,37.1,32.4,37.9,27.5,136
2011-04-02,49.1,37.4,30.6,39.2,14.4,133
2011-04-03,49.3,37.6,13.5,19.8,10.0,132
2011-04-04,49.3,37.6,16.3,22.5,9.9,135
2011-04-05,49.7,38.0,22.5,25.5,16.9,135
2011-04-06,50.1,38.4,18.9,23.2,11.3,136
2011-04-07,51.1,38.8,21.7,29.5,18.3,142
2011-04-08,51.9,39.3,23.5,31.8,15.8,144
2011-04-09,52.2,39.6,21.6,30.7,16.9,145
2011-04-10,52.6,39.9,20.1,24.3,14.7,146
2011-04-11,52.8,40.1,25.9,31.5,23.5,146
2011-04-12,53.4,40.3,26.2,35.1,19.8,147
2011-04-13,53.5,40.4,27.3,39.2,17.4,145
2011-04-14,54.1,40.9,18.3,26.2,12.0,147
2011-04-15,54.5,41.3,19.6,27.5,9.5,150
2011-04-16,55.4,41.6,28.0,30.7,23.5,151
2011-04-17,56.9,42.7,27.7,30.0,23.9,156
2011-04-18,57.4,43.0,24.3,30.4,17.2,156
2011-04-19,58.2,44.0,14.9,23.4,9.7,159
2011-04-20,58.2,44.0,20.1,30.6,6.1,158
2011-04-21,58.1,44.0,22.5,32.4,12.9,156
2011-04-22,59.6,44.7,13.5,23.2,6.4,163
2011-04-23,59.7,44.8,19.9,39.9,5.4,165
2011-04-24,59.8,44.8,23.9,45.0,9.5,162
2011-04-25,59.8,44.8,22.5,26.2,20.1,158
2011-04-26,60.7,45.0,18.9,28.0,15.4,162
2011-04-27,61.1,45.1,21.0,30.0,11.7,166
2011-04-28,61.1,45.1,28.0,37.2,18.3,163
2011-04-29,61.8,45.3,13.5,18.3,10.8,165
2011-04-30,62.1,45.5,18.3,31.8,10.6,170
2011-05-01,62.4,45.7,22.3,34.2,12.6,170
2011-05-02,62.5,45.8,27.7,40.3,13.3,166
2011-05-03,62.6,45.9,26.8,32.4,18.3,162
2011-05-04,62.6,45.9,24.4,36.3,15.4,161
2011-05-05,62.7,45.9,35.1,44.6,22.5,161
2011-05-06,62.8,46.1,33.8,37.4,30.6,156
2011-05-07,62.8,46.1,33.1,36.7,31.5,156
2011-05-08,63.7,47.0,32.0,38.1,28.2,157
2011-05-09,65.0,48.3,30.0,40.8,23.9,161
2011-05-10,65.9,49.2,28.2,37.4,23.4,163
2011-05-11,66.1,49.4,32.7,47.1,22.5,165
2011-05-12,66.1,49.4,39.4,54.0,25.3,161
2011-05-13,66.1,49.4,46.8,66.6,32.5,157
2011-05-14,66.1,49.4,40.6,54.1,30.9,154
2011-05-15,66.1,49.4,38.7,51.4,25.2,151
2011-05-16,66.1,49.4,25.2,38.3,19.0,147
2011-05-17,66.1,49.4,28.0,41.7,18.3,147
2011-05-18,66.1,49.4,33.8,48.2,25.3,146
2011-05-19,66.1,49.4,34.3,42.3,28.8,144
2011-05-20,66.1,49.4,30.9,36.3,25.9,143
2011-05-21,66.5,49.8,34.3,44.6,30.2,146
2011-05-22,66.5,49.8,38.1,50.0,33.1,146
2011-05-23,66.5,49.8,38.7,54.0,31.6,144
2011-05-24,66.5,49.8,30.2,33.4,27.1,142
2011-05-25,67.6,50.9,37.8,47.5,27.1,152
2011-05-26,67.9,51.2,24.4,42.4,20.7,147
2011-05-27,68.2,51.5,25.0,30.2,20.1,148
2011-05-28,68.2,51.5,30.6,48.9,23.0,147
2011-05-29,68.7,52.0,29.5,40.1,25.3,146
2011-05-30,69.2,52.5,27.1,30.2,25.0,147
2011-05-31,70.2,53.5,39.2,52.9,25.2,150
2011-06-01,70.2,53.5,48.9,58.3,42.1,151
2011-06-02,70.2,53.5,30.2,44.1,20.8,148
2011-06-03,70.2,53.5,29.8,42.6,19.2,147
2011-06-04,70.2,53.5,45.9,57.9,30.9,146
2011-06-05,70.2,53.5,55.0,64.9,46.4,144
2011-06-06,70.2,53.5,47.8,70.3,29.3,141
2011-06-07,70.7,54.0,32.9,36.1,28.8,141
2011-06-08,71.8,54.5,35.8,51.6,29.5,142
2011-06-09,72.3,55.0,29.3,36.7,25.7,141
2011-06-10,72.8,55.3,38.1,52.7,25.2,145
2011-06-11,72.8,55.3,41.4,51.6,32.4,142
2011-06-12,72.8,55.3,37.4,45.3,32.0,140
2011-06-13,72.9,56.1,39.6,47.5,32.7,139
2011-06-14,72.0,57.9,40.1,49.6,32.4,137
2011-06-15,70.6,58.1,43.5,50.9,34.3,135
2011-06-16,68.9,58.9,32.4,38.7,25.2,133
2011-06-17,67.6,59.1,33.4,41.7,22.6,133
2011-06-18,66.3,59.9,37.4,44.2,32.2,132
2011-06-19,65.7,60.6,36.7,46.0,32.2,130
2011-06-20,64.8,60.9,40.3,49.6,34.5,130
2011-06-21,64.0,60.9,47.3,58.3,38.8,128
2011-06-22,62.6,61.0,51.1,64.0,41.2,125
2011-06-23,61.2,61.0,51.3,63.3,39.6,122
2011-06-24,60.1,61.1,49.6,57.0,41.0,119
2011-06-25,57.9,61.1,46.4,55.9,38.7,116
2011-06-26,56.1,61.1,44.2,52.7,37.8,112
2011-06-27,54.7,61.1,49.8,61.3,37.4,110
2011-06-28,53.4,61.1,59.5,66.6,50.9,107
2011-06-29,51.5,61.1,56.8,62.6,46.4,102
2011-06-30,48.8,61.1,48.6,56.7,40.8,96
2011-07-01,46.4,61.1,48.2,59.2,38.7,91
2011-07-02,44.8,61.1,55.2,66.6,42.1,87
2011-07-03,42.9,61.1,62.8,73.0,52.2,83
2011-07-04,40.8,61.1,58.5,67.1,51.3,78
2011-07-05,38.9,61.1,56.7,70.5,47.5,74
2011-07-06,37.4,61.1,57.2,68.7,47.3,72
2011-07-07,35.4,61.1,55.0,66.9,44.4,68
2011-07-08,33.7,61.1,51.3,58.5,44.4,64
2011-07-09,31.2,61.1,50.7,60.4,41.9,60
2011-07-10,29.3,61.1,54.0,63.0,45.3,56
2011-07-11,27.5,61.1,55.8,66.4,45.9,53
2011-07-12,25.3,61.2,51.3,61.0,43.9,49
2011-07-13,23.8,61.7,55.2,62.2,48.2,47
2011-07-14,21.2,61.7,54.0,61.0,46.0,43
2011-07-15,18.5,61.7,55.4,63.0,48.9,37
2011-07-16,16.2,61.7,58.5,69.6,50.4,34
2011-07-17,13.9,61.7,61.9,70.9,53.2,30
2011-07-18,11.2,61.7,59.7,68.2,54.3,25
2011-07-19,8.7,61.7,55.9,66.0,45.5,20
2011-07-20,5.9,61.8,48.6,57.0,39.0,17
2011-07-21,3.5,61.8,53.4,60.8,45.9,12
2011-07-22,1.5,61.8,54.1,60.4,44.6,9
2011-07-23,0.2,61.8,51.6,61.7,41.9,3
2011-07-24,0.0,61.8,61.0,70.5,49.6,0
2011-07-25,0.0,61.8,63.0,70.3,54.9,0
2011-07-26,0.0,61.8,56.5,63.5,48.9,0
2011-07-27,0.0,61.8,52.0,59.2,46.4,0
2011-07-28,0.0,61.8,53.8,63.5,46.4,0
2011-07-29,0.0,61.8,57.9,66.0,49.8,0
2011-07-30,0.0,61.8,58.5,68.9,50.2,0
2011-07-31,0.0,61.8,55.0,61.9,48.4,0
2011-08-01,0.0,62.1,49.5,59.0,43.2,0
2011-08-02,0.0,63.0,53.6,63.3,44.4,0
2011-08-03,0.0,63.1,55.0,64.8,45.9,0
2011-08-04,0.0,63.1,54.1,66.6,43.0,0
2011-08-05,0.0,63.2,51.6,59.9,43.2,0
2011-08-06,0.0,63.3,54.3,63.7,47.5,0
2011-08-07,0.0,63.3,53.4,61.7,46.2,0
2011-08-08,0.0,63.3,53.4,61.9,45.5,0
2011-08-09,0.0,63.3,51.8,59.5,45.3,0
2011-08-10,0.0,63.3,53.1,59.7,43.2,0
2011-08-11,0.0,63.3,53.6,59.0,48.2,0
2011-08-12,0.0,63.3,51.6,60.6,42.3,0
2011-08-13,0.0,63.3,58.8,68.0,45.9,0
2011-08-14,0.0,63.3,57.6,64.9,50.2,0
2011-08-15,0.0,63.3,51.8,58.8,43.9,0
2011-08-16,0.0,63.3,49.3,59.2,39.2,0
2011-08-17,0.0,63.3,57.4,65.5,47.8,0
2011-08-18,0.0,63.3,56.7,63.5,49.8,0
2011-08-19,0.0,63.3,55.8,63.5,50.0,0
2011-08-20,0.0,63.3,59.5,68.7,49.8,0
2011-08-21,0.0,63.3,61.5,69.1,53.4,0
2011-08-22,0.0,63.3,61.9,69.4,56.7,0
2011-08-23,0.0,63.3,60.4,68.0,54.1,0
2011-08-24,0.0,63.3,63.1,71.8,55.4,0
2011-08-25,0.0,63.3,63.5,70.7,51.1,0
2011-08-26,0.0,63.3,64.2,72.7,54.0,0
2011-08-27,0.0,63.3,60.6,70.2,49.6,0
2011-08-28,0.0,64.0,58.6,65.5,53.1,0
2011-08-29,0.0,64.0,55.9,63.1,50.2,0
2011-08-30,0.0,64.0,56.7,65.3,47.5,0
2011-08-31,0.0,64.0,56.1,63.7,46.8,0
2011-09-01,0.0,64.0,46.6,52.5,36.5,0
2011-09-02,0.0,64.0,45.0,55.6,36.7,0
2011-09-03,0.0,64.0,47.5,58.6,37.0,0
2011-09-04,0.0,64.0,51.6,63.1,42.3,0
2011-09-05,0.0,64.0,53.8,63.5,46.4,0
2011-09-06,0.0,64.0,48.9,57.9,43.0,0
2011-09-07,0.0,64.3,50.2,59.5,44.6,0
2011-09-08,0.0,64.3,51.8,63.1,43.9,0
2011-09-09,0.0,64.3,55.2,64.4,49.1,0
2011-09-10,0.0,64.5,54.0,64.0,45.5,0
2011-09-11,0.0,64.5,51.3,61.9,42.4,0
2011-09-12,0.0,64.7,46.2,56.5,40.1,0
2011-09-13,0.0,65.9,48.0,57.6,40.1,0
2011-09-14,0.0,66.1,46.6,56.7,40.1,0
2011-09-15,0.0,66.2,47.1,56.8,37.4,0
2011-09-16,0.0,66.3,41.2,46.4,36.3,0
2011-09-17,0.0,66.7,38.3,44.4,34.2,0
2011-09-18,0.0,66.7,39.2,48.2,32.7,0
2011-09-19,0.0,66.8,44.2,51.3,38.3,0
2011-09-20,0.0,66.8,40.1,49.8,32.5,0
2011-09-21,0.0,66.8,43.9,54.1,35.8,0
2011-09-22,0.0,66.9,48.4,58.6,39.9,0
2011-09-23,0.0,66.9,52.2,62.6,43.7,0
2011-09-24,0.0,66.9,54.7,65.5,46.6,0
2011-09-25,0.0,66.9,53.4,63.5,45.9,0
2011-09-26,0.0,66.9,48.9,57.2,43.2,0
2011-09-27,0.0,66.9,51.6,60.6,43.9,0
2011-09-28,0.0,66.9,50.9,59.0,44.4,0
2011-09-29,0.0,66.9,51.6,60.8,43.9,0
2011-09-30,0.0,66.9,55.8,65.3,49.5,0
2011-10-01,0.0,0.0,54.9,61.5,49.5,0
2011-10-02,0.0,0.0,49.6,55.0,46.2,0
2011-10-03,0.0,0.0,50.9,59.2,44.1,0
2011-10-04,0.0,0.0,45.0,48.6,38.8,0
2011-10-05,0.0,0.0,37.4,43.0,32.7,0
2011-10-06,0.0,0.3,24.3,33.3,20.8,0
2011-10-07,0.7,1.1,24.6,27.3,20.5,6
2011-10-08,1.6,2.1,29.1,40.5,22.3,10
2011-10-09,1.6,2.2,28.8,35.1,23.5,9
2011-10-10,1.5,2.4,30.6,36.1,27.5,6
2011-10-11,1.8,2.7,30.2,32.2,23.9,9
2011-10-12,2.4,3.3,28.0,36.3,20.8,8
2011-10-13,2.4,3.5,34.2,40.1,27.9,9
2011-10-14,2.4,3.7,40.5,46.6,35.2,8
2011-10-15,2.3,3.8,42.4,44.8,39.9,6
2011-10-16,2.0,3.9,36.1,41.2,28.0,5
2011-10-17,2.4,4.6,25.9,32.7,19.8,7
2011-10-18,2.5,4.7,29.5,42.4,20.7,7
2011-10-19,2.4,4.8,37.8,49.1,29.3,7
2011-10-20,2.5,4.9,33.4,40.5,26.2,7
2011-10-21,2.5,5.0,35.2,43.5,30.9,6
2011-10-22,2.6,5.1,33.4,39.2,28.4,6
2011-10-23,2.6,5.1,35.2,42.4,29.1,7
2011-10-24,2.6,5.1,36.0,41.0,23.2,6
2011-10-25,2.6,5.1,20.5,28.2,13.6,6
2011-10-26,2.6,5.1,16.3,26.8,11.1,6
2011-10-27,2.6,5.1,20.1,28.8,14.2,6
2011-10-28,2.6,5.1,24.1,32.0,15.3,6
2011-10-29,2.7,5.3,29.1,34.3,25.9,6
2011-10-30,2.7,5.3,30.6,38.7,24.1,6
2011-10-31,2.8,5.4,30.6,35.2,21.2,6
2011-11-01,2.9,5.5,16.3,21.4,9.3,8
2011-11-02,3.0,5.6,16.3,26.4,7.0,9
2011-11-03,3.0,5.6,28.8,34.5,21.2,8
2011-11-04,3.0,5.6,28.2,36.3,18.7,8
2011-11-05,3.0,5.6,11.3,19.0,6.8,8
2011-11-06,3.8,6.0,11.1,13.6,7.7,20
2011-11-07,3.9,6.0,14.4,24.4,7.2,21
2011-11-08,3.9,6.0,11.5,23.2,6.1,20
2011-11-09,3.9,6.0,14.2,29.8,6.4,17
2011-11-10,4.2,6.2,20.5,30.2,14.2,16
2011-11-11,4.4,6.3,25.0,32.5,19.9,14
2011-11-12,4.7,6.5,15.4,24.3,9.3,13
2011-11-13,6.1,6.8,15.1,17.8,11.3,27
2011-11-14,6.9,7.1,15.3,20.1,12.2,30
2011-11-15,7.0,7.2,12.0,14.7,0.9,27
2011-11-16,7.0,7.2,5.7,19.6,-5.1,26
2011-11-17,7.1,7.3,21.6,23.9,15.1,25
2011-11-18,8.1,7.9,15.4,23.2,10.4,32
2011-11-19,8.9,8.3,6.4,12.2,1.4,35
2011-11-20,9.2,8.5,16.0,22.5,3.4,39
2011-11-21,9.5,8.8,20.7,23.5,18.3,37
2011-11-22,9.6,9.0,21.6,25.3,18.0,37
2011-11-23,9.7,9.1,25.3,31.8,21.6,37
2011-11-24,9.7,9.1,27.9,33.8,22.6,36
2011-11-25,9.7,9.1,13.5,23.0,1.9,34
2011-11-26,9.7,9.1,11.5,24.3,1.4,36
2011-11-27,9.8,9.2,28.0,36.5,19.2,35
2011-11-28,10.0,9.4,26.6,33.1,18.0,33
2011-11-29,10.0,9.4,23.9,30.7,17.8,33
2011-11-30,10.0,9.4,18.3,26.6,11.1,32
2011-12-01,10.4,9.6,14.0,22.3,5.0,37
2011-12-02,10.4,9.6,11.7,17.2,7.9,36
2011-12-03,10.4,9.6,5.7,14.4,2.5,38
2011-12-04,10.4,9.6,4.3,12.2,-5.1,37
2011-12-05,10.4,9.6,-2.6,7.3,-8.1,37
2011-12-06,10.4,9.6,6.6,15.4,-1.1,37
2011-12-07,10.6,9.8,16.5,21.7,10.6,36
2011-12-08,10.7,9.9,11.7,20.7,7.9,36
2011-12-09,10.7,9.9,14.9,21.2,9.3,35
2011-12-10,10.7,9.9,23.7,36.0,18.9,36
2011-12-11,10.8,10.0,20.1,27.5,16.5,35
2011-12-12,10.8,10.0,19.9,28.8,15.4,35
2011-12-13,10.8,10.0,16.5,26.2,12.7,35
2011-12-14,10.9,10.1,13.6,17.1,11.1,36
2011-12-15,11.0,10.2,12.7,21.4,9.0,38
2011-12-16,11.0,10.2,13.1,19.6,9.1,38
2011-12-17,11.0,10.2,22.6,32.9,17.6,38
2011-12-18,11.2,10.3,24.4,33.8,17.4,37
2011-12-19,11.2,10.3,18.7,30.4,12.7,37
2011-12-20,11.2,10.3,19.8,29.7,13.3,36
2011-12-21,11.3,10.4,8.4,13.8,1.9,36
2011-12-22,11.7,10.6,6.1,14.9,0.9,46
2011-12-23,11.7,10.6,15.1,28.8,6.8,44
2011-12-24,11.8,10.7,20.5,27.5,13.6,42
2011-12-25,12.0,10.9,24.8,35.1,18.7,41
2011-12-26,12.0,10.9,15.8,22.6,11.3,40
2011-12-27,12.0,10.9,16.5,19.8,14.5,40
2011-12-28,12.2,11.1,21.9,27.0,18.3,42
2011-12-29,13.5,12.1,22.3,27.3,15.8,46
2011-12-30,14.6,12.4,24.8,28.2,16.9,47
2011-12-31,15.2,13.0,7.0,17.2,0.3,52
2012-01-01,15.2,13.0,15.4,23.4,5.0,54
2012-01-02,15.4,13.2,28.8,37.9,23.0,52
2012-01-03,15.5,13.3,25.7,32.7,19.0,51
2012-01-04,15.5,13.3,29.1,38.1,21.6,51
2012-01-05,15.5,13.3,28.8,33.8,20.1,50
2012-01-06,15.5,13.3,16.0,22.1,11.5,49
2012-01-07,15.5,13.3,12.2,19.4,6.8,49
2012-01-08,15.5,13.3,15.4,22.3,7.0,49
2012-01-09,15.5,13.3,23.2,32.7,19.9,49
2012-01-10,15.6,13.4,19.4,25.2,7.5,49
2012-01-11,15.9,13.7,0.3,9.5,-6.3,52
2012-01-12,15.9,13.7,8.4,19.8,2.1,54
2012-01-13,15.9,13.7,13.8,24.6,7.0,53
2012-01-14,15.9,13.7,23.4,27.5,16.2,52
2012-01-15,15.9,13.7,19.4,25.0,8.4,51
2012-01-16,15.9,13.7,-0.2,8.4,-6.5,49
2012-01-17,15.9,13.7,-1.7,2.7,-5.8,53
2012-01-18,16.0,13.8,11.7,20.7,2.7,48
2012-01-19,16.7,14.4,21.9,23.4,20.7,48
2012-01-20,18.0,15.6,21.7,24.4,20.5,56
2012-01-21,18.6,16.1,23.5,26.2,13.6,59
2012-01-22,20.3,17.5,10.4,18.3,5.9,69
2012-01-23,20.3,17.5,16.5,24.4,11.5,68
2012-01-24,20.9,18.1,8.4,24.1,0.7,74
2012-01-25,20.9,18.1,19.9,24.3,12.9,73
2012-01-26,21.5,18.5,19.8,23.5,13.8,72
2012-01-27,22.1,18.9,4.6,20.3,-1.1,75
2012-01-28,22.1,18.9,7.0,13.5,-0.2,75
2012-01-29,22.2,19.0,17.8,24.4,13.1,74
2012-01-30,22.3,19.1,16.7,20.5,11.7,74
2012-01-31,22.3,19.1,15.4,27.3,11.8,73
2012-02-01,22.3,19.1,17.4,22.6,12.2,72
2012-02-02,22.4,19.1,18.3,28.8,12.9,72
2012-02-03,22.4,19.1,15.6,29.1,11.1,72
2012-02-04,22.4,19.1,15.3,30.7,9.5,71
2012-02-05,22.4,19.1,14.4,29.8,7.7,71
2012-02-06,22.4,19.1,13.5,28.2,7.0,69
2012-02-07,22.4,19.1,12.7,23.4,7.5,70
2012-02-08,22.4,19.1,15.1,20.8,10.6,70
2012-02-09,22.6,19.3,16.2,22.3,11.5,70
2012-02-10,22.6,19.3,20.5,24.3,13.3,70
2012-02-11,23.1,19.7,23.9,30.4,20.1,72
2012-02-12,23.2,19.8,21.7,28.4,16.5,73
2012-02-13,23.6,20.1,17.2,23.9,10.9,75
2012-02-14,23.8,20.2,13.3,16.0,8.2,77
2012-02-15,24.2,20.4,11.7,27.7,3.2,81
2012-02-16,24.2,20.4,9.3,22.1,2.1,80
2012-02-17,24.3,20.5,13.6,26.6,7.9,78
2012-02-18,24.5,20.7,16.0,22.1,10.6,82
2012-02-19,25.2,21.2,9.0,19.0,5.4,88
2012-02-20,25.2,21.2,7.7,11.5,1.2,86
2012-02-21,25.7,21.4,18.7,25.0,11.5,92
2012-02-22,28.4,23.2,21.7,25.0,5.4,98
2012-02-23,28.4,23.2,7.5,15.3,3.9,98
2012-02-24,28.4,23.2,11.3,21.0,2.8,94
2012-02-25,28.5,23.3,11.8,19.9,3.9,93
2012-02-26,29.0,23.7,4.6,11.5,-0.6,101
2012-02-27,29.2,23.8,14.5,24.8,4.6,100
2012-02-28,29.4,24.0,13.3,18.7,6.8,98
2012-02-29,29.7,24.3,10.9,19.0,3.7,104
2012-03-01,30.1,24.5,6.4,13.3,3.7,103
2012-03-02,30.3,24.5,5.4,11.5,1.8,104
2012-03-03,30.6,24.6,15.4,21.0,6.3,106
2012-03-04,31.5,25.3,22.3,31.8,16.9,115
2012-03-05,31.6,25.4,24.8,32.2,17.6,109
2012-03-06,31.7,25.5,18.7,26.2,10.6,102
2012-03-07,32.0,25.8,11.5,23.5,5.0,104
2012-03-08,32.0,25.8,22.3,39.2,7.9,103
2012-03-09,32.0,25.8,30.2,45.7,21.2,102
2012-03-10,32.1,25.9,31.8,43.9,23.7,100
2012-03-11,32.1,25.9,29.1,35.6,24.3,99
2012-03-12,32.3,26.1,27.1,33.1,19.8,97
2012-03-13,32.3,26.1,29.7,33.1,25.5,97
2012-03-14,32.3,26.1,27.1,28.0,26.2,96
2012-03-15,32.8,26.6,30.9,35.2,27.7,99
2012-03-16,32.8,26.6,30.7,34.3,28.8,97
2012-03-17,33.3,26.7,32.7,40.1,27.7,99
2012-03-18,33.4,26.8,24.6,31.6,15.3,98
2012-03-19,34.6,27.8,11.8,16.3,2.5,109
2012-03-20,35.7,28.5,12.2,21.0,-1.1,122
2012-03-21,35.9,28.7,25.5,30.9,21.0,117
2012-03-22,35.9,28.7,34.9,45.7,24.8,113
2012-03-23,36.0,28.8,38.1,44.8,27.1,110
2012-03-24,36.0,28.8,39.6,48.6,31.6,107
2012-03-25,36.0,28.8,42.4,48.2,38.1,104
2012-03-26,36.1,28.9,27.7,41.0,17.6,103
2012-03-27,36.2,28.9,24.1,32.9,15.3,104
2012-03-28,36.3,28.9,28.8,34.0,20.3,103
2012-03-29,36.6,29.2,22.1,27.5,14.4,105
2012-03-30,36.8,29.4,30.0,34.9,27.1,104
2012-03-31,37.4,29.9,41.9,48.9,32.7,105
2012-04-01,37.5,29.9,20.8,32.7,14.4,101
2012-04-02,37.7,29.9,21.4,33.3,10.8,101
2012-04-03,37.7,29.9,28.8,42.4,19.0,102
2012-04-04,37.8,30.0,32.5,42.8,18.3,101
2012-04-05,37.8,30.0,26.6,39.0,14.7,100
2012-04-06,38.1,30.2,14.9,25.9,9.3,102
2012-04-07,38.5,30.5,18.3,28.8,6.3,109
2012-04-08,38.6,30.6,35.2,47.1,26.6,105
2012-04-09,38.6,30.6,40.3,50.9,29.5,103
2012-04-10,38.4,30.6,45.3,55.8,35.2,101
2012-04-11,37.6,30.6,43.2,55.8,27.0,97
2012-04-12,38.0,31.0,24.1,27.1,20.3,99
2012-04-13,38.1,31.3,24.1,39.0,19.2,101
2012-04-14,38.2,31.4,28.8,43.7,17.4,101
2012-04-15,38.2,31.4,23.0,31.5,16.2,99
2012-04-16,38.2,31.4,25.0,36.5,14.9,99
2012-04-17,38.4,31.6,29.8,36.9,25.7,99
2012-04-18,38.6,31.7,27.1,33.1,25.3,99
2012-04-19,39.2,32.1,27.9,35.1,23.5,102
2012-04-20,39.6,32.3,36.3,45.9,27.5,100
2012-04-21,39.5,32.3,43.9,53.6,33.1,99
2012-04-22,39.4,32.3,49.5,62.6,39.6,96
2012-04-23,39.2,32.3,51.1,63.3,42.8,94
2012-04-24,38.0,32.3,46.8,55.4,36.9,92
2012-04-25,37.6,32.3,44.6,55.4,36.5,90
2012-04-26,36.9,32.4,39.6,48.0,24.8,87
2012-04-27,37.2,32.7,18.9,24.8,16.2,89
2012-04-28,37.5,33.3,19.6,26.6,13.6,93
2012-04-29,37.6,33.4,26.4,36.0,18.3,95
2012-04-30,37.6,33.6,32.0,38.3,27.0,93
2012-05-01,37.6,33.7,30.4,35.2,27.1,92
2012-05-02,37.6,33.7,30.2,35.1,25.0,91
2012-05-03,37.6,33.8,34.9,43.9,29.8,91
2012-05-04,37.6,33.9,34.2,45.7,28.0,91
2012-05-05,37.6,34.0,22.5,28.0,14.0,88
2012-05-06,38.4,34.4,25.7,41.9,12.7,92
2012-05-07,38.4,34.4,35.6,50.7,19.6,90
2012-05-08,38.3,34.4,42.1,55.6,30.4,88
2012-05-09,38.2,34.4,47.1,57.2,38.1,86
2012-05-10,37.9,34.4,36.9,46.0,26.6,84
2012-05-11,37.4,34.4,34.2,46.6,24.3,84
2012-05-12,36.8,34.4,38.1,51.1,25.5,82
2012-05-13,36.3,34.4,43.9,56.8,31.5,80
2012-05-14,35.8,34.4,50.7,65.1,36.9,78
2012-05-15,34.8,34.4,52.9,66.2,42.8,75
2012-05-16,33.7,34.4,50.7,63.5,39.6,72
2012-05-17,32.9,34.5,45.0,54.3,35.1,71
2012-05-18,32.2,34.6,32.9,40.6,25.7,70
2012-05-19,32.1,34.8,35.8,45.7,24.6,68
2012-05-20,31.5,34.9,42.6,50.2,34.3,68
2012-05-21,30.8,34.9,51.6,61.3,41.4,66
2012-05-22,30.0,35.0,40.3,51.6,32.0,63
2012-05-23,29.1,35.0,27.3,32.7,23.5,61
2012-05-24,29.8,35.4,27.9,38.5,21.9,67
